 ,cantPalabra,cantUsuariosTotal,regionTest,provinciaSinEsaPalabra,Palabra Candidata,rankPalabras,rankPalabras_Personas,rankPersonas,FnormMax,FnormMin,provinciaFnormMax,provinciaFnormMin,entropy_palabras,entropy_personas,esLugar,fnormArgentina,information_value_palabras,information_value_personas,information_value_personas_palabras,maxDif,normCantPalabras,normCantPersonas,shuffled_entropy_palabras,shuffled_entropy_personas,,
wueee,94,60,"['chaco', 'formosa', 'corrientes', 'misiones', 'neuquen', 'tucuman', 'catamarca']",5,,8040,5968,5484,2.50543470545,0.0992464022187,formosa,cordoba,2.32490764067,2.52616454231,ok,4.98708086092e-07,4.17742957339,2.88465838974,0.00540444766627,25.2445897225,0.0684699177744,0.281409589342,2.96223664298,2.96626207627,,
qqquiero,46,38,"['lapampa', 'buenosaires', 'neuquen', 'cordoba', 'corrientes', 'mendoza', 'tucuman']",11,,16912,26317,5485,1.22272245156,0.100081756787,lapampa,rionegro,2.2684922926,2.27146871128,ok,2.44048637875e-07,2.05654389249,2.88449746925,0.000416495411289,12.2172360959,0.0094956874157,0.225587029357,2.64081433929,2.79368562352,,
esque,1542,649,"['sanjuan', 'mendoza', 'salta', 'larioja', 'tucuman', 'jujuy', 'neuquen', 'cordoba', 'catamarca', 'rionegro', 'santiago']",0,,7887,2779,5486,28.6471662223,0.898565209583,sanjuan,misiones,2.72768468336,2.84650443983,ok,8.18093477398e-06,4.25253948036,2.88396997765,0.0187350451576,31.8810097662,0.299327025849,0.572413401439,3.12922422601,3.11881889833,,
reventon,62,29,"['tierradelfuego', 'salta', 'buenosaires', 'tucuman', 'mendoza', 'lapampa']",10,,6184,8926,5487,3.1544937867,0.105674889512,tierradelfuego,entrerios,1.97226847412,2.40490488886,ok,3.28935120614e-07,5.29297936254,2.88396501489,0.00282945838898,29.8509305406,0.0341277602748,0.192553596227,2.86121789511,2.88926329167,,
diz,87,53,"['misiones', 'larioja', 'corrientes', 'entrerios', 'formosa', 'santafe', 'cordoba']",7,,6567,5757,5488,3.97936021387,0.108242375461,misiones,tucuman,2.17951113469,2.36335512126,ok,4.61570249894e-07,5.00083325941,2.88394387158,0.00574283671977,36.7634227992,0.0620838584377,0.26624854056,2.95568327754,2.81096790468,,
buenaass,97,72,"['catamarca', 'lapampa', 'buenosaires', 'misiones', 'santacruz', 'rionegro', 'neuquen', 'sanluis']",5,,8782,5902,5489,2.32805791326,0.108242375461,catamarca,tucuman,2.45249693435,2.54709371887,ok,5.14624301606e-07,3.86463513748,2.88168130532,0.00551761468378,21.5078235611,0.0710624276967,0.303691951276,3.03805544549,2.98371786441,,
sanlo,318,196,"['buenosaires', 'salta', 'sanluis', 'neuquen', 'lapampa', 'corrientes', 'santafe', 'santacruz', 'cordoba', 'rionegro']",0,,9470,3891,5490,6.66075901747,0.108242375461,salta,tucuman,2.69021950032,2.72690337729,ok,1.68711884444e-06,3.59249941962,2.88128850022,0.0107888055362,61.5355953626,0.169043474046,0.426083615891,3.12237997208,3.07350858222,,
chacareras,159,104,"['santiago', 'jujuy', 'catamarca', 'tucuman', 'salta', 'chaco', 'mendoza', 'larioja', 'lapampa']",2,,5774,3694,5491,8.70070118135,0.100081756787,santiago,rionegro,2.29596645572,2.65024826664,ok,8.4355942222e-07,5.64416964715,2.88121340596,0.0118571324016,86.9359357856,0.111843966827,0.348633299885,3.06777829541,3.04423972303,,
degameee,45,36,"['rionegro', 'tucuman', 'corrientes', 'entrerios', 'santafe', 'salta', 'chaco']",11,,8064,20765,5492,1.20098108145,0.111428409698,rionegro,buenosaires,2.14698154684,2.26914509545,ok,2.38743232704e-07,4.16358201248,2.88091521597,0.000669012943379,10.7780509899,0.00768195626483,0.218979223816,2.90511945393,2.79372489856,,
diplomas,385,289,"['sanluis', 'rionegro', 'lapampa', 'buenosaires', 'tierradelfuego', 'larioja', 'santacruz', 'santafe', 'tucuman', 'salta', 'cordoba', 'corrientes']",0,,10080,3740,5493,9.12683453878,0.417572450908,sanluis,formosa,2.71509868115,2.76026142754,ok,2.04258099091e-06,3.390029289,2.880870786,0.0115872292729,21.8568885925,0.184820910234,0.473541027526,3.10980608882,3.09568656486,,
copos,151,123,"['chubut', 'tierradelfuego', 'rionegro', 'santacruz', 'larioja', 'neuquen', 'misiones', 'mendoza', 'cordoba', 'entrerios']",1,,9856,4847,5494,3.93933646942,0.112837168744,chubut,santafe,2.58157470927,2.6396425767,ok,8.0111618085e-07,3.46002578645,2.88042998754,0.00755421352593,34.9116918944,0.107583849576,0.369140115358,3.05958414796,3.03757970391,,
petardos,504,433,"['mendoza', 'chubut', 'santacruz', 'sanjuan', 'rionegro', 'tierradelfuego', 'neuquen', 'entrerios', 'cordoba', 'buenosaires', 'lapampa']",0,,10880,3634,5495,8.47580420247,0.543793823834,santacruz,santiago,2.75913536332,2.798531148,ok,2.67392420628e-06,3.15574309136,2.88034324694,0.012212029624,15.5864296926,0.207046653226,0.522953752402,3.11066089424,3.11937925249,,
juroo,655,484,"['corrientes', 'misiones', 'formosa', 'catamarca', 'chaco', 'tucuman', 'salta', 'entrerios', 'sanjuan', 'jujuy']",0,,9246,3228,5496,10.4393112727,0.350499309633,formosa,tierradelfuego,2.72722582842,2.80910299983,ok,3.47504038713e-06,3.67308769722,2.87987938343,0.014829229443,29.784113651,0.22867213801,0.536562006851,3.11984473277,3.11693531459,,
beiesa,42,32,"['cordoba', 'mendoza', 'tierradelfuego', 'buenosaires', 'sanjuan', 'chubut', 'neuquen']",9,,8572,38770,5497,1.88568164215,0.108242375461,cordoba,tucuman,2.03821655527,2.19794100865,ok,2.2282701719e-07,3.94645359867,2.8797602121,0.000159010102429,17.4209188788,0.00198856478704,0.204584413481,2.7700825211,2.73198972765,,
careteen,61,61,"['rionegro', 'mendoza', 'entrerios', 'chubut', 'neuquen', 'buenosaires', 'sanluis', 'santacruz', 'formosa']",8,,13634,11285,5498,0.900735811084,0.0992464022187,rionegro,cordoba,2.52432918097,2.52432918097,ok,3.23629715443e-07,2.545671277,2.87956982555,0.00193662390063,9.07575278245,0.0327859185894,0.283429711894,2.95356270323,3.00986237215,,
quanto,50,24,"['larioja', 'misiones', 'formosa', 'entrerios', 'corrientes', 'santafe']",10,,7525,15706,5499,1.9238518711,0.0992464022187,larioja,cordoba,2.1839924758,2.29988337232,ok,2.6527025856e-07,4.42934531002,2.87720888607,0.00111008874169,19.3846006313,0.0163764583056,0.169425454919,2.96880079853,2.80967823408,,
fuiraaa,57,43,"['santafe', 'buenosaires', 'formosa', 'entrerios', 'cordoba', 'chaco']",10,,7050,9379,5500,2.03106903739,0.110846938225,santafe,neuquen,2.12628353974,2.24482362538,ok,3.02408094758e-07,4.70727230792,2.87581454216,0.00260389551843,18.3231857363,0.0271890999084,0.240694463471,2.93330583855,2.73785787344,,
hartan,183,165,"['tucuman', 'cordoba', 'larioja', 'catamarca', 'salta', 'santiago', 'sanluis', 'sanjuan', 'tierradelfuego', 'entrerios']",0,,10445,4575,5501,5.08739164668,0.128366458512,tucuman,misiones,2.62616442846,2.68163693988,ok,9.70889146328e-07,3.28014892236,2.87566719988,0.00834962348991,39.6317831438,0.123444992591,0.405042022297,3.06260401399,3.06425828742,,
vien,1506,1001,"['entrerios', 'neuquen', 'rionegro', 'chubut', 'mendoza', 'chaco', 'corrientes', 'cordoba', 'sanluis', 'sanjuan', 'misiones']",0,,9450,2928,5502,23.8825250296,1.18390884375,entrerios,larioja,2.78050166147,2.84820612239,ok,7.98994018782e-06,3.6010636962,2.87555591634,0.0172805956039,20.1726046356,0.297377609715,0.625371697775,3.12162434709,3.12060268063,,
confirmalo,72,16,"['santiago', 'tucuman']",13,,1916,6001,5503,7.74906198964,0.0992464022187,santiago,cordoba,0.907349821196,2.01403552371,ok,3.81989172326e-07,12.7110279736,2.87469143715,0.00534658554677,78.0790216714,0.0464673350961,0.119871686021,2.96750905662,2.47995552054,,
jerónimo,181,104,"['santafe', 'cordoba', 'tierradelfuego', 'mendoza', 'chubut', 'corrientes', 'sanjuan', 'lapampa', 'tucuman']",2,,8895,4590,5504,5.07767259348,0.111428409698,santafe,buenosaires,2.54314569305,2.68185021175,lugar,9.60278335986e-07,3.8115055364,2.87427374145,0.00832070653984,45.5689227481,0.122538154395,0.348633299885,3.05135687416,3.06509458567,,
barsito,50,42,"['tierradelfuego', 'chubut', 'neuquen', 'sanluis', 'santacruz', 'rionegro', 'entrerios', 'cordoba']",8,,15435,18972,5505,0.934664825689,0.106355835356,tierradelfuego,mendoza,2.44716045457,2.47738730253,ok,2.6527025856e-07,2.25126313741,2.87391674891,0.000791069310244,8.78809162239,0.0163764583056,0.237818692394,2.84604785739,2.98659885085,,
cenamos,1196,817,"['lapampa', 'buenosaires', 'cordoba', 'sanluis', 'rionegro', 'santacruz', 'neuquen', 'catamarca', 'misiones', 'mendoza', 'formosa']",0,,6148,2363,5506,40.5721540746,0.95163919171,lapampa,santiago,2.60877081235,2.83928690533,ok,6.34526458475e-06,5.31448729609,2.87351321855,0.0244222115715,42.6339671884,0.278358523004,0.600547989185,3.1285758227,3.12034253404,,
agrotecnica,42,27,"['tierradelfuego', 'sanjuan', 'larioja', 'lapampa', 'entrerios', 'salta']",11,,8998,40671,5507,1.0514979289,0.106355835356,tierradelfuego,mendoza,2.19144665467,2.19822835759,ok,2.2282701719e-07,3.76494628453,2.87314490547,0.000135987361949,9.88660307519,0.00198856478704,0.183820265255,2.88965226635,2.73105027444,,
mateamos,279,210,"['buenosaires', 'lapampa', 'rionegro', 'sanluis', 'entrerios', 'santafe', 'cordoba', 'mendoza', 'tucuman']",0,,7849,3537,5508,6.90856140129,0.128366458512,buenosaires,misiones,2.57042569975,2.71084587226,ok,1.48020804276e-06,4.26747395248,2.87280598063,0.0127721363089,53.8190543026,0.158246401059,0.434515554277,3.09571007066,3.06446023501,,
pensala,120,112,"['sanluis', 'santafe', 'rionegro', 'chubut', 'buenosaires', 'sanjuan', 'neuquen', 'cordoba', 'tierradelfuego', 'lapampa', 'chaco']",5,,11534,5799,5509,2.64197841912,0.118667036908,sanluis,corrientes,2.64065079421,2.65101831631,ok,6.36648620543e-07,2.98063299802,2.87231769112,0.00568881365881,22.2637936192,0.0886214039195,0.357690378415,3.07219563436,3.06688094674,,
dávila,55,34,"['sanjuan', 'catamarca', 'tucuman', 'larioja', 'chaco', 'mendoza']",11,,7651,11309,5510,1.6710846963,0.0992464022187,sanjuan,cordoba,2.09050452123,2.20339019416,ok,2.91797284416e-07,4.36572654582,2.87167004421,0.00192759163583,16.8377357662,0.0242415921049,0.211993629314,2.84564289043,2.70010207277,,
deco,227,165,"['sanjuan', 'chubut', 'tierradelfuego', 'santafe', 'cordoba', 'lapampa', 'catamarca', 'tucuman', 'neuquen', 'mendoza', 'santiago']",0,,8508,3924,5511,8.4747866741,0.168017019452,sanjuan,jujuy,2.58648251335,2.70830448914,ok,1.20432697386e-06,3.97310119467,2.87137469048,0.0106534868869,50.4400488816,0.141225382133,0.405042022297,3.0941266174,3.07518073032,,
cofradía,61,34,"['larioja', 'sanjuan', 'salta', 'mendoza', 'chubut', 'jujuy']",7,,4716,7381,5512,5.47557840237,0.100081756787,larioja,rionegro,1.68480575724,2.27022510987,ok,3.23629715443e-07,6.77357067194,2.87050090384,0.00384209536136,54.7110540237,0.0327859185894,0.211993629314,2.82691849743,2.75422916206,,
alcista,70,10,['rionegro'],17,,1590,8738,5513,5.90482365044,0.111428409698,rionegro,buenosaires,0.677938504268,1.69574253417,ok,3.71378361984e-07,13.9396679114,2.86981074135,0.00293454282614,52.9920840334,0.0441426336104,0.0624303655256,2.952212326,2.16395565688,,
patraaa,41,32,"['chubut', 'santacruz', 'entrerios', 'rionegro', 'buenosaires', 'santafe', 'tierradelfuego']",11,,15523,65313,5514,1.12552470555,0.133215180349,chubut,salta,2.28157691597,2.17153034765,ok,2.17521612019e-07,2.23983247375,2.86978535699,0.0,8.44892228196,0.0,0.204584413481,2.69964704797,2.70718270427,,
bizcochitos,685,527,"['rionegro', 'entrerios', 'chaco', 'santacruz', 'corrientes', 'santafe', 'cordoba', 'neuquen', 'tierradelfuego', 'chubut', 'buenosaires']",0,,10622,3444,5515,10.808829733,0.358089577779,rionegro,sanjuan,2.77539250902,2.81780693629,ok,3.63420254227e-06,3.23013071076,2.8693609746,0.0132752296476,30.1847090889,0.23236774563,0.546964383677,3.11829530795,3.12241129984,,
bañadera,72,65,"['chubut', 'rionegro', 'tierradelfuego', 'mendoza', 'sanluis', 'neuquen', 'formosa', 'santafe']",7,,9345,7526,5516,1.57573458777,0.0992464022187,chubut,cordoba,2.43566350741,2.45418654301,ok,3.81989172326e-07,3.63630164828,2.86795561437,0.0037068049432,15.8769945564,0.0464673350961,0.291191979389,3.02502264021,2.9190148211,,
egrese,167,151,"['tucuman', 'chubut', 'cordoba', 'tierradelfuego', 'santacruz', 'neuquen', 'catamarca', 'mendoza', 'rionegro', 'sanluis']",3,,10911,4841,5517,2.70605938653,0.128366458512,tucuman,misiones,2.67171146848,2.70743345898,ok,8.86002663589e-07,3.14911198272,2.86761089459,0.0075674071183,21.0807357148,0.115894912415,0.394205784107,3.09820633582,3.0958036836,,
dois,57,40,"['misiones', 'santafe', 'formosa', 'santacruz', 'corrientes', 'entrerios', 'salta', 'buenosaires']",9,,9202,11184,5518,2.69569562875,0.106355835356,misiones,mendoza,2.21164461513,2.32175316003,ok,3.02408094758e-07,3.68838593866,2.86698101993,0.00195932479329,25.3460058841,0.0271890999084,0.231855820444,2.84398740399,2.81327297491,,
chinche,154,124,"['buenosaires', 'santafe', 'misiones', 'chubut', 'cordoba', 'mendoza', 'chaco', 'corrientes', 'larioja', 'lapampa', 'tierradelfuego']",3,,11132,5207,5519,3.56570911034,0.135948455959,buenosaires,santiago,2.65922798274,2.64199312046,ok,8.17032396364e-07,3.08883659239,2.86526841242,0.00677455789718,26.2283899085,0.109207274628,0.370129712925,3.08429022656,3.03628960851,,
trimarco,239,144,"['tucuman', 'rionegro', 'jujuy', 'lapampa', 'santacruz', 'sanluis', 'larioja', 'neuquen', 'chubut', 'santiago', 'cordoba']",0,,8256,3951,5520,8.6593900369,0.118667036908,tucuman,corrientes,2.57256164285,2.66609070841,ok,1.26799183592e-06,4.07410314007,2.86462907145,0.0105639854038,72.9721602775,0.145476353454,0.388404678735,3.08821432237,3.02866220102,,
solana,355,132,"['lapampa', 'tucuman', 'neuquen', 'catamarca', 'jujuy', 'santiago', 'larioja']",0,,3735,2536,5521,17.1181143219,0.106355835356,lapampa,mendoza,2.13650915535,2.68670320312,ok,1.88341883577e-06,8.1241976444,2.86424074391,0.0218176341915,160.951340982,0.178126313017,0.377770615334,3.09549276116,3.02479934956,,
oleo,90,48,"['buenosaires', 'neuquen', 'tierradelfuego', 'rionegro', 'catamarca', 'larioja', 'sanjuan']",4,,4382,4662,5522,5.68284889461,0.112552470555,buenosaires,chubut,1.84522717286,2.5256684421,ok,4.77486465407e-07,7.20181471437,2.86376150258,0.00806922787206,50.4906633021,0.0648814634835,0.254138182378,2.95458910812,2.96680003582,,
eyos,54,34,"['lapampa', 'santiago', 'misiones', 'mendoza', 'buenosaires', 'jujuy', 'santacruz', 'formosa']",10,,8022,12031,5523,2.0008185571,0.0992464022187,lapampa,cordoba,2.21192503564,2.41179954237,ok,2.86491879244e-07,4.18799904424,2.86343024615,0.00174458433589,20.1601117257,0.0227273946601,0.211993629314,2.93965412551,2.90936448088,,
awantiaa,116,108,"['neuquen', 'tierradelfuego', 'mendoza', 'corrientes', 'rionegro', 'chaco', 'cordoba', 'lapampa', 'chubut', 'formosa', 'tucuman']",5,,10598,5620,5524,3.32540814674,0.105674889512,neuquen,entrerios,2.57666843188,2.63659938979,ok,6.15426999858e-07,3.23882292311,2.86296178211,0.00597715947558,31.4682907369,0.0858237988737,0.353245720173,3.04893904993,3.05406362367,,
apel,43,24,"['rionegro', 'tierradelfuego', 'mendoza', 'santacruz', 'chubut']",12,,5046,26489,5525,2.20179864932,0.110846938225,rionegro,neuquen,1.68959488391,2.10888730059,ok,2.28132422361e-07,6.33935125794,2.86237711385,0.000410372250527,19.8634142231,0.00393033544444,0.169425454919,2.85786653016,2.63639143894,,
khalama,320,215,"['cordoba', 'santafe', 'chubut', 'tierradelfuego', 'chaco', 'neuquen', 'santiago', 'formosa', 'corrientes', 'salta', 'rionegro', 'sanjuan']",0,,11199,4257,5526,6.45101614421,0.212711670713,cordoba,mendoza,2.71338397396,2.74859444639,ok,1.69772965478e-06,3.06728640897,2.86224627018,0.00940176009359,30.3275138717,0.169560851574,0.437391325354,3.08196279055,3.09253472531,,
evaluacion,334,239,"['neuquen', 'misiones', 'tierradelfuego', 'lapampa', 'santacruz', 'salta', 'rionegro', 'chubut', 'entrerios', 'cordoba']",1,,7915,3414,5527,9.64368362555,0.278381633939,neuquen,formosa,2.59626830002,2.74899409005,ok,1.77200532718e-06,4.23888422649,2.86217234225,0.0134550191094,34.6419535265,0.173094419634,0.450324752781,3.10187824029,3.09039119118,,
estatica,80,48,"['cordoba', 'rionegro', 'neuquen', 'lapampa', 'santafe', 'formosa', 'misiones', 'mendoza']",7,,9241,7551,5528,1.70138986538,0.111428409698,rionegro,buenosaires,2.34177190834,2.44541304665,ok,4.24432413695e-07,3.67539381627,2.86208681184,0.00368974387244,15.268905569,0.0551618371368,0.254138182378,2.92314419874,2.89813676778,,
guárdame,47,42,"['mendoza', 'sanjuan', 'chubut', 'rionegro', 'santafe', 'misiones', 'formosa', 'neuquen']",11,,9600,17837,5529,0.957202518208,0.122529363856,mendoza,catamarca,2.35290480714,2.40098943749,ok,2.49354043046e-07,3.54364152619,2.86187713506,0.000881013684956,7.81202552668,0.0112704105557,0.237818692394,2.99087129229,2.91621697484,,
ganzadas,61,54,"['buenosaires', 'tucuman', 'santafe', 'lapampa', 'jujuy', 'salta', 'catamarca', 'cordoba', 'neuquen']",7,,13840,11776,5530,1.55999773577,0.106355835356,buenosaires,mendoza,2.51110253032,2.49375959405,ok,3.23629715443e-07,2.50952253221,2.8618079645,0.00179762547878,14.6677211509,0.0327859185894,0.268532992714,2.93424090071,2.9762979028,,
sátira,74,61,"['mendoza', 'corrientes', 'catamarca', 'sanluis', 'cordoba', 'santiago', 'santafe', 'chubut', 'salta']",5,,12842,9066,5531,1.48898169499,0.105674889512,mendoza,entrerios,2.54088673434,2.59569879653,ok,3.92599982668e-07,2.69576104554,2.86100953736,0.00276261861635,14.090212934,0.0487283380487,0.283429711894,2.97502495663,3.05644942447,,
senderismo,44,19,"['larioja', 'sanluis', 'neuquen', 'cordoba']",14,,4758,23481,5532,3.40373792579,0.108242375461,larioja,tucuman,1.54630193394,2.02804676778,ok,2.33437827533e-07,6.72053075983,2.86095251922,0.000529578953743,31.4455213246,0.00582746371752,0.140874301897,2.77729651896,2.55208529762,,
granizos,80,74,"['neuquen', 'misiones', 'salta', 'jujuy', 'rionegro', 'buenosaires', 'entrerios', 'sanluis']",8,,8574,6436,5533,1.66876396065,0.119363192593,misiones,sanjuan,2.39898707381,2.43081002067,ok,4.24432413695e-07,3.94555034375,2.85903862489,0.00478038531886,13.9805573595,0.0551618371368,0.307040506818,3.02309261322,2.88305158083,,
iaru,85,45,"['tierradelfuego', 'sanluis', 'buenosaires', 'santafe', 'chubut', 'cordoba', 'catamarca', 'corrientes']",8,,8612,7155,5534,1.98616275459,0.105674889512,tierradelfuego,entrerios,2.40595875887,2.47075136518,ok,4.50959439551e-07,3.93075477711,2.85856160009,0.00405236786475,18.7950303404,0.0601646685563,0.24625063078,3.01923930554,2.91674719046,,
ei,2175,1126,"['entrerios', 'formosa', 'misiones', 'santafe', 'corrientes', 'tierradelfuego', 'chaco', 'cordoba', 'rionegro', 'buenosaires']",0,,8704,2756,5535,33.1274144387,0.716179155558,formosa,sanjuan,2.78045976722,2.8671532212,ok,1.15392562473e-05,3.89484860807,2.85734436439,0.018982042453,46.2557646109,0.327710144087,0.63975294152,3.13176480732,3.12487812337,,
coplas,171,69,"['neuquen', 'jujuy', 'santiago', 'catamarca', 'salta']",3,,4279,3419,5536,6.87251016993,0.0992464022187,neuquen,cordoba,2.07682364817,2.54084597491,ok,9.07224284274e-07,7.35109970082,2.85729262284,0.0134277757226,69.2469451415,0.11784817391,0.29849054367,3.06782470758,2.92603732471,,
tomatelaa,69,64,"['lapampa', 'tierradelfuego', 'rionegro', 'santacruz', 'sanluis', 'santafe', 'entrerios', 'neuquen']",9,,8340,7375,5537,2.11197514361,0.139190816969,lapampa,formosa,2.33865243156,2.38828254472,ok,3.66072956812e-07,4.0423316253,2.85717877989,0.00384642400504,15.1732362062,0.0429552541983,0.28929714094,3.00040497981,2.85601886961,,
arrancoo,55,47,"['lapampa', 'rionegro', 'buenosaires', 'tierradelfuego', 'santafe', 'santacruz', 'neuquen', 'jujuy']",8,,7327,9948,5538,1.8896619706,0.0992464022187,lapampa,cordoba,2.22972080496,2.32008262917,ok,2.91797284416e-07,4.53603912916,2.85712411499,0.00236459914286,19.0401055187,0.0242415921049,0.251565147725,3.01431808897,2.8142785029,,
mameluco,103,89,"['santacruz', 'chubut', 'jujuy', 'misiones', 'mendoza', 'rionegro', 'neuquen', 'sanjuan', 'santiago', 'cordoba']",3,,12515,6766,5539,3.36341436606,0.108242375461,santacruz,tucuman,2.57811352766,2.61895112046,ok,5.46456732633e-07,2.76463172509,2.85639648389,0.00442530067489,31.0729910696,0.0760152006097,0.329597817421,2.99157819633,3.04613967332,,
boooena,56,42,"['tierradelfuego', 'rionegro', 'buenosaires', 'neuquen', 'santiago', 'formosa', 'sanluis', 'chubut']",8,,9984,11895,5540,1.40199723853,0.0992464022187,tierradelfuego,cordoba,2.35396566555,2.49053888835,ok,2.97102689587e-07,3.42204466722,2.85543055847,0.00177280546068,14.1264288396,0.025728505223,0.237818692394,2.94322613148,2.98223099204,,
cortometrajes,180,56,"['misiones', 'jujuy', 'santafe', 'larioja', 'lapampa', 'salta', 'rionegro']",5,,4144,3543,5541,8.72891917881,0.105674889512,misiones,entrerios,2.0975029408,2.6783098046,ok,9.54972930815e-07,7.50751278134,2.85516708498,0.0127269450427,82.6016399842,0.122080970702,0.272977650956,3.09959316932,3.05941272376,,
helar,42,42,"['santiago', 'larioja', 'chaco', 'cordoba', 'lapampa', 'mendoza', 'catamarca', 'formosa']",9,,13656,42370,5542,1.35948455959,0.108242375461,santiago,tucuman,2.34578557921,2.34578557921,ok,2.2282701719e-07,2.54199435053,2.85433671721,0.000118008860865,12.5596334503,0.00198856478704,0.237818692394,2.81719594905,2.87511953592,,
matinee,219,126,"['buenosaires', 'lapampa', 'tucuman', 'neuquen', 'sanluis', 'rionegro', 'santiago', 'jujuy', 'sanjuan']",3,,5018,3146,5543,9.91712846314,0.112837168744,buenosaires,santafe,2.2649412088,2.66936743086,ok,1.16188373249e-06,6.38603879385,2.85405776232,0.0155121093827,87.8888452585,0.138264653977,0.372085188751,3.08631917644,3.03645886892,,
carnavales,1277,702,"['corrientes', 'misiones', 'chaco', 'santafe', 'buenosaires', 'entrerios', 'larioja', 'cordoba', 'chubut', 'lapampa', 'santiago']",0,,7464,2703,5544,33.464104408,0.556763267877,corrientes,formosa,2.69512604597,2.84441817515,ok,6.77500240361e-06,4.46632075773,2.85392078582,0.0197717108376,60.1047273387,0.283766229367,0.582007334037,3.12797018298,3.12099994047,,
pinchaaa,43,28,"['rionegro', 'mendoza', 'chubut', 'catamarca', 'neuquen']",10,,6782,28558,5545,1.70138986538,0.105674889512,rionegro,entrerios,1.95818895356,2.24297322644,ok,2.28132422361e-07,4.86215882539,2.85382569946,0.000348701372183,16.1002284766,0.00393033544444,0.188264923497,2.85423053008,2.7689014346,,
bagos,43,28,"['tucuman', 'formosa', 'corrientes', 'salta', 'entrerios', 'lapampa', 'catamarca']",11,,8189,30717,5546,1.62363563192,0.0992464022187,tucuman,cordoba,2.09712219545,2.23642143822,ok,2.28132422361e-07,4.10827027169,2.85382569946,0.000294634447883,16.35964222,0.00393033544444,0.188264923497,2.85423053008,2.76234964638,,
machuca,175,71,"['chaco', 'formosa', 'santiago', 'chubut', 'misiones', 'tierradelfuego']",5,,3175,2946,5547,12.6216294497,0.0992464022187,chaco,cordoba,1.85260773297,2.59786409063,ok,9.28445904959e-07,9.21440910699,2.853660645,0.0171275915582,127.174680065,0.119756269216,0.301982627863,3.08924013658,2.98084352876,,
menc,1527,46,"['catamarca', 'corrientes', 'cordoba', 'tucuman', 'chubut', 'santacruz', 'larioja', 'sanluis']",6,,4177,3306,5548,41.4149249832,0.394425920304,catamarca,chaco,2.42057039571,2.50052671334,ok,8.10135369641e-06,7.46303325072,2.85276012413,0.0141436331231,105.000515563,0.29852035818,0.248936774772,3.12619553598,2.77025340423,,
yaqui,103,59,"['sanluis', 'misiones', 'mendoza', 'lapampa', 'buenosaires', 'neuquen', 'chubut']",4,,7191,5443,5549,3.48260791611,0.0992464022187,sanluis,cordoba,2.36422921109,2.60695488271,ok,5.46456732633e-07,4.62080130481,2.85001857365,0.00625496539667,35.0905205454,0.0760152006097,0.279355513565,3.05529343609,3.03318958681,,
curtan,46,42,"['buenosaires', 'santafe', 'rionegro', 'sanluis', 'tierradelfuego', 'cordoba', 'santacruz', 'entrerios']",11,,10041,19973,5550,0.902697349951,0.110846938225,santafe,neuquen,2.30031331288,2.30127783939,ok,2.44048637875e-07,3.40387834928,2.84970564294,0.000717972764653,8.14363810502,0.0094956874157,0.237818692394,2.91656028836,2.81719594905,,
sanidad,481,197,"['larioja', 'salta', 'corrientes', 'tucuman', 'rionegro', 'tierradelfuego', 'cordoba', 'santiago']",0,,2823,2013,5551,38.6250260275,0.120089928142,larioja,sanluis,1.98467394365,2.75489097067,ok,2.55189988734e-06,9.94335925736,2.84929783854,0.0309429172762,321.634183858,0.2031921592,0.426705574647,3.10066480503,3.07468132189,,
penalti,90,47,"['larioja', 'cordoba', 'buenosaires', 'tierradelfuego', 'santiago', 'santafe']",6,,4764,4905,5552,6.95546445706,0.105674889512,larioja,entrerios,1.89791555791,2.45239786556,ok,4.77486465407e-07,6.7154008353,2.84897318889,0.0074095877504,65.8194627806,0.0648814634835,0.251565147725,2.93235067769,2.89125147895,,
chabonnn,2158,1228,"['rionegro', 'neuquen', 'chubut', 'santacruz', 'mendoza', 'tierradelfuego', 'sanluis', 'sanjuan', 'buenosaires', 'cordoba', 'lapampa']",0,,9736,2930,5553,25.4947957917,0.84008509726,neuquen,jujuy,2.8115195074,2.86708019864,ok,1.14490643594e-05,3.49659363098,2.84888911461,0.0172732578967,30.3478729415,0.327062614999,0.650350819982,3.12722536389,3.12430510748,,
weon,498,306,"['neuquen', 'mendoza', 'santacruz', 'chubut', 'buenosaires', 'rionegro', 'sanjuan', 'cordoba', 'tierradelfuego', 'jujuy', 'entrerios']",0,,11535,3975,5554,8.5352142433,0.122529363856,neuquen,catamarca,2.78399216681,2.78470516777,ok,2.64209177525e-06,2.98044845191,2.84866421315,0.0104716317614,69.6585208208,0.20605836063,0.480526622028,3.11663143123,3.102636373,,
duchazo,113,71,"['misiones', 'sanjuan', 'buenosaires', 'entrerios', 'neuquen', 'tierradelfuego', 'santacruz', 'chubut', 'sanluis']",5,,10409,6169,5555,2.43896271173,0.111156586506,misiones,lapampa,2.58599794239,2.58797966682,ok,5.99510784345e-07,3.2937393301,2.84799441007,0.00509500527238,21.9416841448,0.0836615412307,0.301982627863,3.06893825059,3.00556319737,,
