 ,cantPalabra,cantUsuariosTotal,regionTest,provinciaSinEsaPalabra,Palabra Candidata,rankPalabras,rankPalabras_Personas,rankPersonas,FnormMax,FnormMin,provinciaFnormMax,provinciaFnormMin,entropy_palabras,entropy_personas,esLugar,fnormArgentina,information_value_palabras,information_value_personas,information_value_personas_palabras,maxDif,normCantPalabras,normCantPersonas,shuffled_entropy_palabras,shuffled_entropy_personas,,
alem,1221,531,"['misiones', 'tierradelfuego', 'catamarca', 'tucuman', 'santafe', 'larioja', 'mendoza', 'chubut']",0,0,2997,1179,3366,73.4256142688,0.920327147376,misiones,chaco,2.19292419708,2.63887372899,lugar,6.47789971403e-06,9.57184372261,4.7251160197,0.0660064634984,79.7820801854,0.280065688674,0.547888506279,3.12641221088,3.09968768459,,
huecaa,48,47,"['mendoza', 'sanjuan', 'jujuy', 'tierradelfuego', 'tucuman', 'corrientes']",11,1,8344,11039,3367,1.31299511852,0.105674889512,sanjuan,entrerios,2.16184001809,2.15227553625,ok,2.54659448217e-07,4.04117057624,4.72390371245,0.00200272335321,12.4248544247,0.0130077683134,0.251565147725,2.88542062865,2.99810103854,,
donati,58,23,"['entrerios', 'santafe']",14,0,2575,5148,3368,4.33267046998,0.106355835356,entrerios,mendoza,1.10070894519,1.82424735197,ok,3.07713499929e-07,10.5994916629,4.72333460679,0.00685818716098,40.7374964942,0.0286242916551,0.164224047313,2.91011933279,2.63055495364,,
jajode,175,117,"['buenosaires', 'formosa', 'corrientes', 'cordoba', 'jujuy', 'santafe', 'misiones', 'catamarca']",6,1,7075,2910,3369,4.12285115883,0.120089928142,buenosaires,sanluis,2.40691445846,2.42086665352,ok,9.28445904959e-07,4.69604988645,4.72270071076,0.0173663241181,34.3313650248,0.119756269216,0.363028110221,3.03715426994,3.05468317541,,
saltaaa,315,255,"['salta', 'jujuy', 'tucuman', 'santiago', 'catamarca', 'santafe', 'corrientes', 'larioja', 'buenosaires', 'entrerios']",0,0,5306,1964,3370,16.785112724,0.22510494111,salta,chubut,2.34143633828,2.48844144359,lugar,1.67120262893e-06,6.07854141337,4.71833741692,0.0321067452319,74.5657231746,0.168261274394,0.458244260095,3.07386061297,3.05697007987,,
murcia,177,81,"['larioja', 'santafe', 'tierradelfuego', 'mendoza', 'chubut', 'sanjuan', 'buenosaires']",4,0,5929,2861,3371,6.65948724612,0.100081756787,larioja,rionegro,2.33998887917,2.37312238418,lugar,9.39056715301e-07,5.49387934767,4.71535522779,0.0178345498351,66.5404711099,0.120694023006,0.318086761612,3.07568378308,3.00456377408,,
believeee,42,31,"['sanluis', 'santafe', 'rionegro', 'neuquen', 'catamarca', 'larioja']",10,0,5361,27106,3372,3.00224820354,0.0992464022187,sanluis,cordoba,1.65663706049,1.94476364123,ok,2.2282701719e-07,6.02760423772,4.71351293304,0.000389973292288,30.250448746,0.00198856478704,0.200704258006,2.77445037991,2.81888001151,,
zinos,483,296,"['entrerios', 'cordoba', 'neuquen', 'rionegro', 'sanluis', 'corrientes', 'mendoza', 'sanjuan', 'formosa']",6,0,5734,1950,3373,13.1036862994,0.111428409698,entrerios,buenosaires,2.4687616552,2.5747888158,ok,2.56251069769e-06,5.6723411448,4.71117173366,0.0326011543973,117.597355422,0.203534572328,0.476465961737,3.10496823716,3.10319117898,,
aguarda,151,119,"['entrerios', 'formosa', 'chubut', 'jujuy', 'salta', 'corrientes', 'misiones', 'larioja', 'tierradelfuego', 'tucuman']",1,1,6008,2745,3374,6.97454270777,0.110846938225,entrerios,neuquen,2.3231807543,2.40152070325,ok,8.0111618085e-07,5.43439532428,4.70969442189,0.0191874235174,62.9204813364,0.107583849576,0.365099594249,3.07395326841,3.05217434746,,
temblorcito,42,39,"['sanjuan', 'catamarca', 'mendoza', 'jujuy', 'larioja']",14,1,7232,28940,3375,1.31299511852,0.111428409698,sanjuan,buenosaires,1.90702643768,1.91905276915,ok,2.2282701719e-07,4.59558054714,4.7090255405,0.000338566065192,11.7833066278,0.00198856478704,0.228761613864,2.75927236217,2.79233695688,,
nevar,594,482,"['tierradelfuego', 'santacruz', 'rionegro', 'larioja', 'mendoza', 'chubut', 'neuquen', 'cordoba', 'sanluis', 'catamarca']",0,1,5731,1764,3376,22.1982896101,0.525901227072,tierradelfuego,chaco,2.50101625705,2.60042709152,ok,3.15141067169e-06,5.67290414684,4.70632203239,0.0371865942069,42.2099977475,0.220605178503,0.5360559414,3.1166780409,3.11118887116,,
medi,251,143,"['entrerios', 'buenosaires', 'santiago', 'lapampa', 'salta', 'chaco', 'cordoba', 'catamarca']",1,0,2694,1574,3377,16.1682580953,0.22510494111,entrerios,chubut,1.80856990038,2.4759559118,ok,1.33165669797e-06,10.2903003693,4.70560848958,0.0441556794149,71.8254251354,0.149519028496,0.387553005381,3.0994491761,3.06625670583,,
bajonero,185,153,"['tierradelfuego', 'sanluis', 'rionegro', 'salta', 'buenosaires', 'chubut', 'santacruz', 'cordoba', 'entrerios']",4,1,6704,2681,3378,5.37432274771,0.112837168744,tierradelfuego,santafe,2.414313709,2.45679536697,ok,9.81499956671e-07,4.90862520109,4.70461378054,0.0200374915067,47.6290109681,0.124341973655,0.395813894569,3.06606999393,3.08146347138,,
prove,144,124,"['chubut', 'tucuman', 'corrientes', 'sanjuan', 'tierradelfuego', 'larioja', 'cordoba', 'lapampa', 'salta', 'rionegro']",1,0,5696,2679,3379,7.31591058607,0.106355835356,chubut,mendoza,2.26837552776,2.37132721743,ok,7.63978344652e-07,5.71188821696,4.7043140839,0.020055828353,68.7871103785,0.103666842315,0.370129712925,3.06502099,3.02744483135,,
tomatelaaa,271,209,"['lapampa', 'santafe', 'sanluis', 'tierradelfuego', 'buenosaires', 'entrerios', 'chubut', 'rionegro']",2,1,6284,2299,3380,6.00245567131,0.119363192593,lapampa,sanjuan,2.45432475997,2.48837100355,ok,1.43776480139e-06,5.22335950219,4.70318086987,0.0254333942616,50.2873251034,0.155845607871,0.433932189772,3.10060825159,3.0702930698,,
saudade,182,83,"['misiones', 'formosa', 'larioja', 'corrientes', 'buenosaires', 'jujuy', 'salta']",4,0,4966,2581,3381,7.5736210522,0.112552470555,misiones,chubut,2.22646811559,2.41745408549,ok,9.65583741157e-07,6.44492562805,4.70292988512,0.0212343069334,67.2896917754,0.122992819156,0.321067754074,3.08489937763,3.04386038861,,
harte,595,428,"['cordoba', 'catamarca', 'tucuman', 'larioja', 'salta', 'sanjuan', 'jujuy', 'neuquen', 'santiago', 'sanluis']",0,1,5567,1762,3382,16.3756563661,0.394425920304,cordoba,chaco,2.49012830333,2.60716367084,ok,3.15671607686e-06,5.84388586783,4.70173499651,0.037237146612,41.5176983132,0.220743986686,0.521534286598,3.12417918829,3.11729328371,,
bce,67,14,"['rionegro', 'tucuman', 'larioja']",15,0,3024,6162,3383,2.90237094683,0.111156586506,rionegro,lapampa,1.45661056439,1.66610225509,ok,3.5546214647e-07,9.52374605308,4.700691512,0.00510582850344,26.1106519916,0.0405279778761,0.103552196037,3.02660826044,2.44101527803,,
boricuas,57,28,"['sanjuan', 'santiago', 'santacruz']",10,0,2533,4827,3384,5.1326172815,0.0992464022187,sanjuan,cordoba,1.15701278192,1.91365481957,ok,3.02408094758e-07,10.7517343624,4.69977006417,0.0076024190504,51.7159027104,0.0271890999084,0.188264923497,3.00030732995,2.7193909217,,
rusaaa,43,36,"['rionegro', 'lapampa', 'mendoza', 'buenosaires', 'sanluis']",13,1,5981,19542,3385,1.20098108145,0.0992464022187,rionegro,cordoba,1.9539698205,2.01940742267,ok,2.28132422361e-07,5.45275144688,4.69843172344,0.000748857514809,12.1010037099,0.00393033544444,0.218979223816,2.9588510221,2.88527592261,,
roscaa,46,39,"['rionegro', 'chubut', 'neuquen', 'entrerios', 'santacruz']",14,1,6152,11873,3386,1.90155337896,0.131475306768,rionegro,chaco,1.80440638081,1.91964370648,ok,2.44048637875e-07,5.31288766026,4.69814217946,0.00177716556969,14.4631978864,0.0094956874157,0.228761613864,2.76626535922,2.77020756669,,
gorriada,217,176,"['cordoba', 'catamarca', 'larioja', 'chubut', 'mendoza', 'neuquen', 'santiago', 'sanluis']",2,1,6055,2397,3387,5.75629132868,0.108242375461,cordoba,tucuman,2.36598998987,2.42148512411,ok,1.15127292215e-06,5.39790510372,4.69627334429,0.0238937411388,53.1796471036,0.137507571186,0.412929573895,3.061457293,3.02655403413,,
amiguero,321,195,"['entrerios', 'buenosaires', 'chubut', 'santacruz', 'tierradelfuego', 'neuquen', 'lapampa']",2,1,6198,2272,3388,6.55184314972,0.0992464022187,entrerios,cordoba,2.46450791041,2.54082528941,ok,1.70303505995e-06,5.28154093788,4.69282617392,0.0258296929873,66.0159260512,0.169818328992,0.425458475746,3.09881832475,3.10443135624,,
cóndor,1003,293,"['rionegro', 'misiones', 'cordoba']",0,1,735,777,3389,74.1605817793,0.262950613536,rionegro,chaco,1.32997879593,2.64015434709,ok,5.32132138671e-06,17.951995654,4.69098651494,0.106220104176,282.032358784,0.263835809298,0.475220980189,3.1305610416,3.11065953193,,
compadree,47,38,"['mendoza', 'tucuman', 'catamarca', 'salta']",14,1,5117,9808,3390,1.48898169499,0.112552470555,mendoza,chubut,1.76994544352,1.83339946641,ok,2.49354043046e-07,6.26855227164,4.68914288463,0.00242220414954,13.2292226697,0.0112704105557,0.225587029357,2.8984812252,2.67759208082,,
guagua,54,37,"['sanjuan', 'corrientes', 'catamarca', 'santacruz', 'mendoza', 'cordoba']",10,1,4962,6572,3391,3.4615325852,0.100081756787,sanjuan,rionegro,1.75678058246,1.85996237441,ok,2.86491879244e-07,6.45415209494,4.68881807108,0.00461713193479,34.5870485923,0.0227273946601,0.222327779359,2.87828853418,2.67471645419,,
miedaso,42,33,"['catamarca', 'formosa', 'tucuman', 'santiago', 'cordoba']",12,1,6561,29090,3392,1.96046982169,0.105674889512,catamarca,entrerios,1.87245098884,1.98126754522,ok,2.2282701719e-07,5.00363277826,4.68727305958,0.000334178069696,18.5518984761,0.00198856478704,0.208345160415,2.8003698011,2.8505177566,,
palmieri,48,22,"['rionegro', 'neuquen']",14,0,3437,9205,3393,2.50204391968,0.116833103211,rionegro,tierradelfuego,1.31955636509,1.76338312975,ok,2.54659448217e-07,8.68649481525,4.68577041445,0.00269534768815,21.4155393541,0.0130077683134,0.158791391517,2.87489264785,2.60238077993,,
alpedoo,87,62,"['formosa', 'misiones', 'corrientes', 'buenosaires', 'chaco', 'tierradelfuego']",10,1,5368,3659,3394,4.03653369211,0.106355835356,formosa,mendoza,2.06438767661,2.17558782084,ok,4.61570249894e-07,6.02191407997,4.68467441971,0.0120421445924,37.9531003502,0.0620838584377,0.285416985465,2.99904030609,2.90268940457,,
renegar,2759,1848,"['tucuman', 'santiago', 'lapampa', 'catamarca', 'cordoba', 'chaco', 'buenosaires', 'santafe', 'larioja', 'sanluis']",0,1,5865,1477,3395,50.4368771606,0.256732917024,santiago,misiones,2.645096918,2.72152986569,ok,1.46376128673e-05,5.55762858013,4.6839231047,0.0484672757288,196.456604573,0.347337014187,0.700302035187,3.13133162861,3.13132443229,,
huasi,67,50,"['larioja', 'catamarca', 'santiago', 'jujuy', 'sanjuan', 'cordoba']",11,0,4866,4444,3396,4.29166955861,0.106355835356,larioja,mendoza,1.92954550986,2.02764118423,lugar,3.5546214647e-07,6.56175323744,4.68323578996,0.00877033775488,40.3519895662,0.0405279778761,0.259127227408,3.01125615265,2.79967661644,,
trambolico,72,59,"['formosa', 'entrerios', 'corrientes', 'chaco', 'rionegro', 'mendoza', 'chubut']",8,1,6158,4538,3397,4.59329695999,0.111156586506,formosa,lapampa,2.03737741094,2.26269606438,ok,3.81989172326e-07,5.30738219001,4.68281848033,0.00847486775552,41.3227601205,0.0464673350961,0.279355513565,2.89757946993,3.02167100804,,
ladilla,93,51,"['mendoza', 'cordoba', 'buenosaires', 'santacruz', 'chubut']",8,1,4541,3404,3398,3.93516590819,0.105674889512,mendoza,entrerios,1.91901722487,2.12157732056,ok,4.93402680921e-07,6.97508785291,4.68279348175,0.0135028857483,37.2384198969,0.0675873270574,0.261547398212,2.98568161618,2.83769289704,,
natatorio,100,60,"['santacruz', 'tierradelfuego', 'sanjuan', 'chaco', 'tucuman', 'santafe']",6,1,5385,3462,3399,3.76702408998,0.111156586506,santacruz,lapampa,2.13006614199,2.2891043916,ok,5.30540517119e-07,6.01008855008,4.68240514846,0.0132003143986,33.8893466272,0.0735759655242,0.281409589342,3.03467460708,2.99387659237,,
kbz,135,89,"['sanluis', 'mendoza', 'entrerios', 'chubut', 'formosa', 'buenosaires', 'santiago']",4,1,5143,2762,3400,6.96521583222,0.111156586506,sanluis,lapampa,2.11113499714,2.23732404039,ok,7.16229698111e-07,6.24599882382,4.68145306869,0.0189245645249,62.6612965653,0.0983410302661,0.329597817421,2.99373519184,2.89884375989,,
mamani,112,74,"['jujuy', 'tucuman', 'salta', 'formosa', 'tierradelfuego', 'santiago', 'santafe']",8,0,6298,3423,3401,4.5364595252,0.106355835356,jujuy,mendoza,2.28366078809,2.22987354541,ok,5.94205379174e-07,5.21616164317,4.68089324701,0.0134159033201,42.6536025033,0.0829280124417,0.307040506818,3.04991459781,2.91749646218,,
ortuño,60,7,['jujuy'],19,0,1152,14629,3402,9.57697010876,0.108242375461,jujuy,tucuman,0.253445857779,1.1537419427,ok,3.18324310272e-07,15.7779900778,4.67925092825,0.00125259652957,88.477087351,0.0314218967008,0.0188394685777,2.92456187431,1.94591014906,,
rosarino,676,474,"['santafe', 'cordoba', 'entrerios', 'tierradelfuego', 'lapampa', 'corrientes', 'chaco', 'tucuman', 'jujuy', 'chubut', 'sanluis', 'sanjuan']",0,1,4500,1538,3403,32.7227789357,0.591954421877,santafe,larioja,2.37910099218,2.59812836519,ok,3.58645389573e-06,7.02936618574,4.67828266097,0.0459564659432,55.2792203696,0.231276336615,0.534010460484,3.12683594968,3.09577145196,,
hopson,54,11,['corrientes'],19,0,1498,7937,3404,5.93335184539,0.135948455959,corrientes,santiago,0.341068405221,1.03356205421,ok,2.86491879244e-07,14.3636078855,4.67675631795,0.00341489536241,43.6441282363,0.0227273946601,0.0740786640577,2.83696565431,1.84622021932,,
nochonnn,360,255,"['buenosaires', 'santafe', 'entrerios', 'sanluis', 'lapampa', 'cordoba', 'larioja', 'sanjuan', 'catamarca']",4,1,7193,2351,3405,6.31888144966,0.168017019452,santafe,jujuy,2.5544589445,2.55492288015,ok,1.90994586163e-06,4.62002516289,4.6753350321,0.0246083314974,37.6085795967,0.179280477921,0.458244260095,3.09851277003,3.10548999184,,
guemes,619,320,"['salta', 'santafe', 'jujuy', 'santiago', 'catamarca', 'chaco', 'cordoba', 'formosa']",0,0,4751,1683,3406,28.1084030537,0.111156586506,salta,lapampa,2.39509816832,2.61558636975,lugar,3.28404580097e-06,6.72997390202,4.67376739917,0.0398160644689,252.872132343,0.224007203759,0.485994002823,3.12079605868,3.11956204499,,
sonsa,363,232,"['sanluis', 'catamarca', 'larioja', 'sanjuan', 'santiago', 'santafe', 'cordoba']",1,1,4777,1859,3407,14.0505215926,0.100081756787,sanluis,rionegro,2.32609615612,2.54009476619,ok,1.92586207714e-06,6.70223040333,4.67266628839,0.0348138590457,140.390437215,0.179965307124,0.446691778605,3.11423911787,3.08957289902,,
canchi,48,14,"['jujuy', 'catamarca']",17,0,3200,11576,3408,3.8643914474,0.100081756787,jujuy,rionegro,1.19824389233,1.4680602035,ok,2.54659448217e-07,9.17123788041,4.67215165732,0.00185040363568,38.6123462602,0.0130077683134,0.103552196037,2.84037450273,2.30461938482,,
chatee,78,63,"['tucuman', 'salta', 'catamarca', 'cordoba', 'jujuy']",7,1,6036,4155,3409,2.59781701107,0.105674889512,tucuman,entrerios,2.08741518488,2.12120005009,ok,4.13821603353e-07,5.41072085561,4.67206634684,0.00975917910757,24.5831060063,0.0530725750275,0.287372461292,2.94825442272,2.86452023616,,
padilla,302,149,"['jujuy', 'tucuman', 'sanjuan', 'mendoza', 'larioja', 'salta']",2,0,4618,2021,3410,10.9211062644,0.0992464022187,jujuy,cordoba,2.26042133654,2.5175612045,ok,1.6022323617e-06,6.88915997925,4.67050655736,0.0306677104999,110.040324085,0.164783356795,0.392576231541,3.09664633364,3.08448000798,,
yanko,43,11,['chubut'],18,0,2042,22654,3411,4.27699388108,0.106355835356,chubut,mendoza,0.514349687072,1.15958881431,ok,2.28132422361e-07,12.3150486897,4.66781499175,0.000568421593532,40.2140029905,0.00393033544444,0.0740786640577,2.78387564028,2.01981499249,,
pajeraso,41,34,"['cordoba', 'sanluis', 'catamarca', 'buenosaires']",14,1,4810,65313,3412,2.08417444659,0.105674889512,cordoba,entrerios,1.62147736191,1.61507789954,ok,2.17521612019e-07,6.65578796911,4.66730265443,0.0,19.7225136097,0.0,0.211993629314,2.86379623504,2.48624119397,,
palmar,424,134,"['corrientes', 'chaco', 'entrerios', 'rionegro']",1,0,1941,1327,3413,29.54809219,0.106355835356,corrientes,mendoza,1.66349660738,2.53468914203,lugar,2.24949179259e-06,12.6586334783,4.66700859971,0.056755691932,277.82295246,0.192783414482,0.379608463979,3.11385738281,3.0694108577,,
pescao,151,108,"['santiago', 'tucuman', 'catamarca', 'larioja', 'entrerios', 'salta', 'cordoba']",5,1,5570,2701,3414,5.98173206218,0.111428409698,santiago,buenosaires,2.27153736838,2.32341498274,ok,8.0111618085e-07,5.84278563375,4.66649975309,0.0197765013093,53.6822887303,0.107583849576,0.353245720173,3.07872981535,2.96810119761,,
juance,58,29,"['rionegro', 'salta', 'mendoza', 'catamarca']",12,0,3798,5595,3415,3.40277973076,0.105674889512,rionegro,entrerios,1.51207068073,1.83620884502,ok,3.07713499929e-07,8.03051134758,4.6629243909,0.006014396273,32.2004569533,0.0286242916551,0.192553596227,2.88293742718,2.63220398307,,
nmas,188,74,"['chaco', 'formosa', 'corrientes', 'entrerios', 'rionegro']",6,0,3673,2262,3416,7.36261717901,0.112837168744,chaco,santafe,1.97424119731,2.33095472002,ok,9.97416172184e-07,8.23730753847,4.66234846396,0.0259653179828,65.2499283788,0.125669424993,0.307040506818,3.06461258617,2.94810921453,,
pilin,110,67,"['formosa', 'chubut', 'misiones', 'santiago', 'corrientes', 'buenosaires', 'santacruz', 'sanluis']",5,0,5966,3442,3417,4.73248777696,0.106355835356,formosa,mendoza,2.20705690527,2.28967503106,ok,5.83594568831e-07,5.45917117835,4.66108029523,0.0132889863102,44.4967383416,0.0814410993236,0.294895736519,3.01208294856,2.97701215697,,
mamado,607,461,"['entrerios', 'lapampa', 'rionegro', 'cordoba', 'neuquen', 'buenosaires', 'santafe', 'chubut']",0,1,5890,1824,3418,14.4774598631,0.266430360699,entrerios,salta,2.52271478837,2.59066678965,ok,3.22038093891e-06,5.53049599158,4.65970224397,0.0355755795094,54.3386265181,0.222391724199,0.530611759727,3.12089384454,3.09466069808,,
iari,176,74,"['buenosaires', 'tierradelfuego', 'catamarca', 'sanluis', 'lapampa', 'corrientes']",6,0,3349,2169,3419,9.91712846314,0.108242375461,buenosaires,tucuman,1.86701424484,2.36954656992,ok,9.3375131013e-07,8.89607262122,4.65446254625,0.0274695904761,91.6196491521,0.120226478155,0.307040506818,3.05960814154,2.99351670387,,
shawarma,143,103,"['catamarca', 'sanjuan', 'larioja', 'santiago', 'misiones', 'buenosaires', 'sanluis', 'tierradelfuego']",4,1,5633,2773,3420,6.12646819279,0.100081756787,catamarca,rionegro,2.27319945325,2.39943978885,ok,7.58672939481e-07,5.78157766543,4.64983139012,0.0187841941491,61.2146348092,0.10309177765,0.347452473,3.08069687793,3.04886925083,,
yesa,70,8,['misiones'],20,0,958,8244,3421,8.47218626179,0.131475306768,misiones,chaco,0.251165958624,0.974314752869,ok,3.71378361984e-07,16.7328479644,4.6493872372,0.00321396006729,64.4393724575,0.0441426336104,0.0351589585619,2.9811505128,1.7328679514,,
tpp,57,37,"['neuquen', 'chubut', 'santafe', 'santacruz', 'jujuy']",11,0,5431,6306,3422,2.43863264094,0.106355835356,neuquen,mendoza,1.86662363568,2.12039814208,ok,3.02408094758e-07,5.97105683683,4.64885035596,0.0049319396971,22.9289971046,0.0271890999084,0.222327779359,2.8903111769,2.91740448794,,
bomboncitooo,46,41,"['formosa', 'chaco', 'misiones', 'entrerios', 'tucuman']",10,1,8205,13705,3423,1.53109898666,0.0992464022187,formosa,cordoba,2.12820466665,2.12374433404,ok,2.44048637875e-07,4.1032099425,4.64801151075,0.00139416162144,15.4272492749,0.0094956874157,0.234873619001,2.87106044977,2.96523240781,,
iee,73,47,"['santiago', 'tucuman', 'cordoba', 'corrientes', 'formosa', 'salta']",7,0,5403,4461,3424,4.48629904663,0.105674889512,santiago,entrerios,2.02723589367,2.24362485178,ok,3.87294577497e-07,5.99943703104,4.64591515012,0.00871231215135,42.4537850701,0.0476055799754,0.251565147725,2.99647774762,2.99419784556,,
flashar,983,724,"['sanluis', 'tucuman', 'rionegro', 'buenosaires', 'tierradelfuego', 'lapampa', 'mendoza', 'salta', 'chaco']",0,1,6351,1758,3425,20.7755575685,0.596815962965,sanluis,sanjuan,2.60453976016,2.65004516001,ok,5.21521328328e-06,5.17347705685,4.64583152002,0.0373511783938,34.8106599986,0.262173689757,0.585778631723,3.12495544086,3.1173833827,,
cojuda,60,43,"['buenosaires', 'lapampa', 'santafe', 'neuquen', 'chaco']",9,1,4321,4939,3426,3.00856706185,0.100081756787,buenosaires,rionegro,1.81626198202,2.04191935237,ok,3.18324310272e-07,7.28732452431,4.64496761157,0.00733721834451,30.0610936342,0.0314218967008,0.240694463471,3.04996089795,2.82828360551,,
niñitas,57,53,"['sanjuan', 'mendoza', 'larioja', 'misiones', 'santiago', 'santafe', 'cordoba']",7,1,5946,5963,3427,2.50662704445,0.108242375461,sanjuan,tucuman,2.06026837339,2.08275910098,ok,3.02408094758e-07,5.47422806207,4.64325383814,0.00540828792832,23.1575391225,0.0271890999084,0.26624854056,2.99877879426,2.87880597086,,
centraaal,140,48,"['santafe', 'catamarca', 'salta', 'chaco']",5,0,3287,2585,3428,8.12427614956,0.100081756787,santafe,rionegro,1.76047037967,2.17648386073,ok,7.42756723967e-07,9.00868855305,4.64240732443,0.0211920562618,81.1763942838,0.101342140829,0.254138182378,3.02408812799,2.82765836361,,
cortijo,62,30,"['sanjuan', 'larioja', 'sanluis', 'santiago']",14,0,4222,5326,3429,3.3421693926,0.112552470555,sanjuan,chubut,1.61504842147,1.88760018688,ok,3.28935120614e-07,7.41157044834,4.64100904535,0.00651300746596,29.6943228001,0.0341277602748,0.196696861883,2.85981262842,2.66705198918,,
degustaciones,95,44,"['larioja', 'salta', 'entrerios', 'mendoza', 'rionegro']",9,1,4606,3578,3430,5.47557840237,0.108242375461,larioja,tucuman,1.94553987462,2.20549967948,ok,5.04013491263e-07,6.90339882391,4.63966793966,0.0125299174359,50.5862734353,0.0693431687318,0.243504118977,2.99630860311,2.9117051452,,
malen,182,72,"['lapampa', 'neuquen', 'rionegro', 'tierradelfuego', 'buenosaires']",5,0,3001,2078,3431,10.6710323045,0.108242375461,lapampa,tucuman,1.7680929296,2.38431813172,ok,9.65583741157e-07,9.56237825853,4.63937482752,0.0293977200063,98.5846093924,0.122992819156,0.303691951276,3.04175300114,3.00225922493,,
vitivinicultura,43,27,"['mendoza', 'salta', 'larioja', 'jujuy', 'sanjuan']",13,1,5240,20288,3432,1.91440503642,0.0992464022187,mendoza,cordoba,1.79895389258,1.88878312402,ok,2.28132422361e-07,6.13869927182,4.63865471198,0.000698697921434,19.2894149674,0.00393033544444,0.183820265255,2.93024761843,2.74363538827,,
não,1727,387,"['misiones', 'larioja', 'formosa', 'entrerios', 'corrientes']",0,0,3025,1263,3433,48.244285383,0.403609723927,larioja,santacruz,2.24630894515,2.67874790622,ok,9.16243473065e-06,9.52139260997,4.63852437851,0.060027786949,119.532019481,0.308677161464,0.509227456185,3.13168612992,3.11007595075,,
heinze,259,141,"['santafe', 'mendoza', 'jujuy', 'tierradelfuego', 'lapampa', 'chubut', 'santacruz']",1,0,3593,1826,3434,14.6688319367,0.118667036908,santafe,corrientes,2.04690177126,2.44366595865,ok,1.37409993934e-06,8.40205089354,4.63622290801,0.035571071297,123.613366601,0.15210814896,0.385831644082,3.09495613305,3.02197876615,,
zapla,371,151,"['jujuy', 'salta', 'buenosaires', 'tierradelfuego', 'sanjuan']",2,0,1861,1287,3435,40.156067649,0.105674889512,jujuy,entrerios,1.61059001645,2.47702860909,ok,1.96830531851e-06,12.8845545373,4.63561685515,0.0587453146471,379.996305978,0.181764210956,0.394205784107,3.12015519962,3.02014135597,,
alquimia,144,90,"['mendoza', 'entrerios', 'cordoba', 'lapampa', 'sanjuan', 'tucuman']",2,1,4470,2533,3436,6.48770595675,0.112552470555,mendoza,chubut,2.06636046072,2.42262845979,ok,7.63978344652e-07,7.07071091582,4.63439960652,0.0218699162131,57.6416130607,0.103666842315,0.33096335824,3.05252292607,3.06899499857,,
castelli,378,168,"['chaco', 'larioja', 'tierradelfuego', 'chubut', 'corrientes', 'formosa']",1,0,4701,1966,3437,14.1993331309,0.110846938225,chaco,neuquen,2.32101227817,2.48412038163,lugar,2.00544315471e-06,6.79832367774,4.63410124014,0.0320793482839,128.098559675,0.18330671279,0.407244147313,3.11500097189,3.02534556664,,
morillo,53,27,"['salta', 'entrerios', 'jujuy', 'larioja']",12,0,4420,7291,3438,3.59680986943,0.0992464022187,salta,cordoba,1.6169201053,1.91533317168,lugar,2.81186474073e-07,7.14025499642,4.63344462583,0.00392684177354,36.2412116613,0.0211848928262,0.183820265255,2.863490314,2.72425582739,,
afuerita,51,45,"['rionegro', 'neuquen', 'santacruz', 'chubut', 'salta']",12,1,6357,8103,3439,1.40114459502,0.108242375461,rionegro,tucuman,2.04087725471,1.99439697245,ok,2.70575663731e-07,5.16473735038,4.63303622985,0.0032982372025,12.9445107708,0.0180105997329,0.24625063078,2.95137621045,2.81116157499,,
anginas,408,311,"['mendoza', 'lapampa', 'chubut', 'buenosaires', 'larioja', 'sanluis', 'cordoba', 'rionegro', 'neuquen']",2,1,6417,2104,3440,10.3165160296,0.108242375461,mendoza,tucuman,2.50991120915,2.55521538694,ok,2.16460530985e-06,5.1145744767,4.63074665358,0.0288099590689,95.3094015687,0.189609121389,0.482507453588,3.09966255033,3.08917751068,,
leonardi,96,50,"['larioja', 'cordoba', 'formosa', 'tucuman', 'salta']",6,0,3368,2936,3441,8.43535051175,0.106355835356,larioja,mendoza,1.69139282051,2.16013290343,ok,5.09318896435e-07,8.85234875266,4.63038679001,0.0171974613405,79.3125312163,0.0702072755321,0.259127227408,3.03572071177,2.86330878173,,
sullivan,80,52,"['sanluis', 'cordoba', 'sanjuan', 'entrerios', 'tucuman', 'tierradelfuego', 'salta']",8,0,5392,4062,3442,4.08305755682,0.111156586506,sanluis,lapampa,2.07191890628,2.13556021721,ok,4.24432413695e-07,6.00422496852,4.62882084223,0.0101237215238,36.7324841935,0.0551618371368,0.263920572425,3.02166475571,2.86774520456,,
campillo,59,12,"['cordoba', 'larioja']",16,0,1839,6781,3443,4.56533450206,0.111156586506,cordoba,lapampa,0.810536824042,1.69878298951,lugar,3.130189051e-07,12.9707310614,4.62448488605,0.00441020105817,41.0712009569,0.0300349490043,0.0847127274594,3.01545236159,2.48490664979,,
mute,1344,698,"['sanjuan', 'buenosaires', 'cordoba', 'santafe', 'entrerios', 'tucuman', 'chubut', 'larioja', 'sanluis', 'lapampa']",0,0,2055,910,3444,93.2226534151,1.15529812661,sanjuan,misiones,1.94307478411,2.67484985949,ok,7.13046455008e-06,12.2950763562,4.62401584608,0.0881260458578,80.6914261074,0.28798610088,0.581308962812,3.12616762626,3.11979545324,,
